NOMBRE ,TIPO,ENTRE CALLES ,COLONIA,LATITUD,LONGITUD
ROMA 10,AREA VERDE,ENTRE CALLE ADOLFO RUIZ CORTINES Y CALLE FERROCARRIL,ROMA,19.074482,-98.177695
LA CIENEGA,PARQUE,ENTRE LIBRADO RIVERA Y RICARDO FLORES MAGÓN,UNIDAD HABITACIONAL LA CIENEGA,19.062411,-98.170507
PARQUE SNTE,PARQUE,"EJE VIAL K, ENTRE 3 SUR Y VALLE DE MEXICO",S.N.T.E.,18.963143,-98.239209
PARQUE DEL KILOMETRO,PARQUE DEPORTIVO,BOULEVARD MARIA DEL CARMEN MILLAN Y BOULEVARD CARMEN SERDAN,SAN FELIPE HUEYOTLIPAN,19.081545,-98.208186
PARQUE WASHINGTON,PARQUE,ENTRE 30 Y 32 PONIENTE,JOSE MARIA MORELOS,19.063562,-98.203198
LA LIBERTAD,PARQUE DEPORTIVO,ENTRE 10 ORIENTE Y AVENIDA AYUNTAMIENTO,LA LIBERTAD,19.075269,-98.233763
IGNACIO ROMERO VARGAS 2 (LA COHETERIA),PARQUE,ENTRE CALLE CONSTITUCION Y PROLONGACION ANAHUAC,IGNACIO ROMERO VARGAS,19.076293,-98.246885
PARQUE LOS LAVADEROS,PARQUE DEPORTIVO,PRIVADA 46 ORIENTE ENTRE 48 Y 46 ORIENTE,MOCTEZUMA,19.061993,-98.187334
FRANCISCO I. MADERO,PARQUE DEPORTIVO,"SOBRE SEGUNDA DE MIGUEL HIDALGO, ENTRE PRIMERA DE MIGUEL HIDALGO Y FRANCISCO SARABIA",FRANCISCO I. MADERO,19.077305,-98.229339
PARQUE DEL KILOMETRO 1,PARQUE DEPORTIVO,BOULEVARD MARIA DEL CARMEN MILLAN Y JOSE MARIA MORELOS,SAN FELIPE HUEYOTLIPAN,19.080998,-98.211847
PARQUE HERMENEGILDO J. ALDANA,PARQUE,ENTRE PRIVADA EDUARDO VENTOSA Y CALLE GUADALAJARA,HERMENEGILDO J. ALDANA INFONAVIT,19.076318,-98.254187
IGNACIO ROMERO VARGAS,DEPORTIVO,CITLATEPETL ENTRE ESPALDAS DE CRISTO REY Y 2DA PRIVADA CRISTO REY,IGNACIO ROMERO VARGAS,19.079429,-98.248744
LOMAS DE SAN MIGUEL 6,AREA RECREATIVA,"TEXCOCO Y AV. JUAN ROJAS, ENTRE  AZCAPOTZALCO Y COPILCO",LOMAS DE SAN MIGUEL,18.995788,-98.173314
U. H. LA MARGARITA 3,PARQUE,"BLVD. MUNICIPIO LIBRE, ENTRE AV. SAN LORENZO Y AV. 67 ORIENTE",LA MARGARITA INFONAVIT,18.998347,-98.187657
PARQUE DE LAS TRES CANCHAS,PARQUE,PROLONGACION DE LA 14 SUR Y 16 A SUR,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.960226,-98.217478
SAN BARTOLO 2,AREA VERDE,SAN BARTOLO ORIENTE A Y SAN BARTOLO SUR A,SAN BARTOLO INFONAVIT,18.990476,-98.240142
PARQUE PRINCIPAL DE LA UNIDAD HABITACIONAL DE LOS HEROES,PARQUE,PROLONGACION 14 SUR ENTRE 115 A ORIENTE Y 16 SUR,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.975262,-98.217229
AQUILES SERDAN,PARQUE DEPORTIVO,DIAGONAL REFORMA NORTE ENTRE 47 Y 45 NORTE,UNIDAD AQUILES SERDAN,19.063355,-98.22873
LOS HEROES 7,AREA VERDE,DIAGONAL 18 A SUR ENTRE 121 ORIENTE Y 123 ORIENTE,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.964769,-98.215691
ESTEBAN DE ANTUÑANO,JARDIN,ENTRE CALLES 10 NORTE Y 20 ORIENTE,CENTRO HISTORICO,19.048551,-98.18812
SAN PABLO DE LOS FRAILES,PARQUE,18 PONIENTE ENTRE  9 Y 11  NORTE,SAN PABLO DE LOS FRAILES,19.054446,-98.201129
ANGELA PERALTA,JARDIN,AVENIDA 5 NORTE ENTRE 28 Y 26 PONIENTE,EL REFUGIO,19.055832,-98.195986
SANTA BARBARA PARQUE,JARDIN,ENTRE 34 NORTE Y 2 ORIENTE,SANTA BARBARA NORTE,19.034541,-98.177025
EL ANGEL,PARQUE,ENTRE PRIVADA 16 A SUR Y 17 ORIENTE,EL ANGEL,19.032975,-98.191504
20-nov,PARQUE,ENTRE 76 Y 80 PONIENTE,20 DE NOVIEMBRE,19.077617,-98.18944
PARQUE CFE,PARQUE,"PROLONGACION 14 SUR, ENTRE  115 C OTE Y 117 ORIENTE",LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.970909,-98.218071
SAN ROQUE 1,AREA VERDE,CALLE VENUS Y LAGO HURON,SAN ROQUE FOVISSSTE,19.008114,-98.240374
LOS HEROES 13,PARQUE,18 SUR Y DIAGONAL 18 A SUR,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.968106,-98.214122
LOS HEROES 4,AREA VERDE,16 SUR Y 21 ORIENTE,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.96562,-98.215445
BOSQUES DE SAN SEBASTIAN 10,JARDIN,CALLE 3 B ENTRE CALLE CERRADA 3 B Y 2 B,BOSQUES DE SAN SEBASTIAN,19.060625,-98.134103
BOSQUES DE SAN SEBASTIAN 15,JARDIN VECINAL,CALLE 3 E ENTRE BOULEVARD PUEBLA Y RETORNO 5 E,BOSQUES DE SAN SEBASTIAN SECCION 1 INFONAVIT,19.062309,-98.127818
BOSQUES DE SAN SEBASTIAN 29,AREA VERDE,CERRADA 2 B ENTRE 1 B Y 2 B,BOSQUES DE SAN SEBASTIAN,19.062188,-98.133897
ROMA 8,AREA RECREATIVA,ENTRE PRIVADA XALTONAC Y MIGUEL ALEMAN,ROMA,19.077131,-98.174695
FRANCISCO GONZALEZ GATICA,UNIDAD DEPORTIVA,18 NORTE ENTRE 30 Y 26 ORIENTE,XONACA,19.049684,-98.18215
VILLA FRONTERA 1,PARQUE,CALLE TIJUANA ENTRE PRIVADA OJINAGA Y CALLE OJINAGA,VILLA FRONTERA,19.082037,-98.188172
BELISARIO DOMINGUEZ 3,AREA VERDE,27 PONIENTE ENTRE ROSENDO MARQUEZ Y 41 SUR,BELISARIO DOMINGUEZ,19.049517,-98.234784
ROMA 3,PARQUE DEPORTIVO,CALLE XALTONATL ENTRE SALAMANCA Y SOR JUANA INES DE LA CRUZ,ROMA,19.077949,-98.171548
ALAMEDA CENTRAL,PARQUE DEPORTIVO,"AND. JARDIN DE LA BORDA Y IGNACIO ALDAMA, ENTRE ALAMEDA CENTRAL Y BOSQUES DE CHAPULTEPEC",VILLA LAS FLORES,19.014971,-98.180943
ROMA 1,AREA VERDE,ENTRE IZTACIHUATL Y NICOLAS COPERNICO,ROMA,19.079085,-98.170523
NACIONES UNIDAS 5,PARQUE,ENTRE XALTIPAN Y 80 PONIENTE,NACIONES UNIDAS,19.073866,-98.181193
LA ROSA SENDERO C 4,AREA VERDE,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.057532,-98.172861
CASUARINAS AV.,AREA VERDE,ENTRE C. INDEPENDENCIA Y C. ROSALES,LA VICTORIA INFONAVIT,18.987539,-98.256405
LOMA BONITA CALERAS,CANCHA,CEIBA ENTRE NOGAL Y ROBLE,LOMA BONITA CALERAS,19.105858,-98.219422
VALLE DEL SOL 3,PARQUE DEPORTIVO,"ANAXIMENES, ENTRE PITAGORAS Y BLVD. HOMBRES ILUSTRES",VALLE DEL SOL,19.014916,-98.188319
BOSQUES DE SAN SEBASTIAN 9,JARDIN,RETORNO 5 B ENTRE 5 B Y 5 B,BOSQUES DE SAN SEBASTIAN,19.059774,-98.132927
PLAZAS DE AMALUCAN 5,JARDIN VECINAL,ENTRE PLAZA DE SAN FRANCISCO Y PLAZA DE SAN JOSE,PLAZAS DE AMALUCAN,19.046205,-98.142877
JALPAN 1 Y 2 PARQUE LA PAZ,PLAZA AJARDINADA,ENTRE REFORMA SUR Y CHIGNAHUAPAN,LA PAZ,19.060451,-98.232513
LOS PILARES,PARQUE,"AV. ALEJANDRIA, ENTRE PALATINO Y DELPHOS",LOS PILARES,19.017515,-98.193821
MARAVILLAS 4,JARDIN VECINAL,ENTRE CORDILLERA BALCANES Y SIERRA DE COLIMA,MARAVILLAS,19.070329,-98.164029
U. H. FOVISSTE SAN MANUEL,PARQUE,"RIO VERDE Y RIO HIDALGO, ENTRE AV. SAN MANUEL Y SAN FRANCISCO (DENTRO DEL FOVISSSTE)",FOVISSSTE SAN MANUEL,19.012345,-98.197352
MAYORAZGO 1,PARQUE DEPORTIVO,"73 PONIENTE, ENTRE PRIVADA 15  A SUR Y DIAGONAL 15 SUR",SAN JOSE MAYORAZGO,19.012615,-98.231531
OBREROS INDEPENDIENTES,PARQUE,CIRCUITO OBREROS INDEPENDIENTES ENTRE MONACO Y LION,OBREROS INDEPENDIENTES,19.095842,-98.238736
SAN JOSE MARAVILLAS,AREA CON JUEGOS INFANTILES,"CIRCUITO DE LAS FLORES SUR, ENTRE CERRADA CARMELITAS Y PROLONGACIÓN DE LA 19 SUR",SAN JOSE MARAVILLAS,19.006884,-98.24572
NUEVA DEMOCRACIA,CANCHAS DEPORTIVAS,"C. JOSE MUÑOZ DE COTE, ENTRE AV. DE LAS TORRES",NUEVA DEMOCRACIA,18.958661,-98.261838
HACIENDA SANTA CLARA,PARQUE,C. 29 SUR Y C. 143 A,HACIENDA SANTA CLARA,18.982018,-98.277586
UNIDAD DEPORTIVA AMPLIACIÓN BALCONES DEL SUR,UNIDAD DEPORTIVA,"C. 3 SUR, ENTRE CESAR VALLEJO Y SOR JUANA INES DE LA CRUZ",AMPLIACIÓN BALCONES DEL SUR,18.946852,-98.235344
CAMINO ESCONDIDO,AREA VERDE,ENTRE CALLE FLOREROS Y CAMINO REAL A LAS CARMELITAS,ZONA SIN ASIGNACION DE NOMBRE DE COLONIA NUMERO 65,18.986407,-98.266495
PARQUE VILLA SAN ALEJANDRO,PARQUE,"A-10 PONIENTE, ENTRE 31 A NORTE Y 33 A NORTE",VILLA SAN ALEJANDRO,19.062048,-98.217947
LA ROSA SENDERO C 3,AREA VERDE,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.05775,-98.173165
LA ROSA SENDERO C 10,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058316,-98.172954
LA ROSA SENDERO C 1,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058149,-98.172942
LA ROSA SENDERO C 2,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.057185,-98.172818
LA ROSA SENDERO C 5,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.057308,-98.172744
LA ROSA SENDERO C 6,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.057257,-98.172745
LA ROSA SENDERO C 7,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.057199,-98.172719
LA ROSA SENDERO C 9,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058048,-98.172893
LA ROSA SENDERO C 11,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058574,-98.173017
LA ROSA SENDERO C 12,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058415,-98.172987
LA ROSA SENDERO C 13,JARDINERA,MONTE ARARAT Y TUNEL DE BALCONES,LA ROSA,19.058489,-98.173
MORELOS,AREA VERDE,"MORELOS E HIDALGO, ENTRE AV. SAN MANUEL Y SAN FRANCISCO",FOVISSSTE SAN MANUEL,19.011739,-98.197412
VILLA SAN ALEJANDRO,JARDIN VECINAL,ENTRE 29 B NORTE Y 15 DE MAYO,VILLA SAN ALEJANDRO,19.06337,-98.213085
POPULAR COATEPEC 1,PARQUE,"TLAXCALA Y VERACRUZ, ENTRE ALFREDO TOXQUI E IGNACIO MEJIA",POPULAR COATEPEC,18.996079,-98.239549
POPULAR COATEPEC 3,PARQUE,"PRIV. VERACRUZ Y YUCATAN, ENTRE ALFREDO TOXQUI Y 1RA. PRIV. ZACATECAS",POPULAR COATEPEC,18.996264,-98.240025
U.H RIVERA ANAYA 2,PARQUE,ENTRE JESUS CASTILLO SOSA Y FELICIANO MARTINEZ,MANUEL RIVERA  ANAYA INFONAVIT,19.057162,-98.145736
U.H RIVERA ANAYA 11,PARQUE DEPORTIVO,ANDEN ENRIQUE FLORES MAGON Y AVENIDA PEDRO GUERRERO,MANUEL RIVERA  ANAYA INFONAVIT,19.053795,-98.149166
U.H RIVERA ANAYA 3,PLAZA,ENTRE JOSE M PONCE Y EUSTAQUIO MOZO,MANUEL RIVERA ANAYA INFONAVIT,19.055537,-98.150188
U.H RIVERA ANAYA 5,PLAZA,ENTRE JESUS CASTILLO SOSA Y MIGUEL LOPEZ PEREZ,MANUEL RIVERA ANAYA INFONAVIT,19.057077,-98.14849
U.H RIVERA ANAYA 6,PLAZA,ENTRE  ENRIQUE FLORES MAGON Y CERRADA JUAN M ESCALANTE,MANUEL RIVERA ANAYA INFONAVIT,19.054895,-98.147911
U.H RIVERA ANAYA 9,PARQUE,CERRADA RICARDO FLORES MAGON ENTRE ANGEL PACHECO HUERTA Y ENRIQUE FLORES MAGON,MANUEL RIVERA ANAYA INFONAVIT,19.053524,-98.149944
OBREROS INDEPENDIENTES SUR 2,PARQUE,"ENTRE MELCHOR OCAMPO Y OBREROS SUR, JUNTO A  AUTOPISTA MEXICO PUEBLA",OBREROS INDEPENDIENTES SUR,19.100618,-98.241202
OBREROS INDEPENDIENTES SUR 6,PARQUE,PRIVADA PIZZA ENTRE CIRCUITO OBREROS INDEPENDIENTES NORTE Y BARI,OBREROS INDEPENDIENTES SUR,19.101422,-98.240582
OBREROS INDEPENDIENTES SUR 7,PARQUE,ENTRE CIRCUITO ROMA Y CALLE MILAN,OBREROS INDEPENDIENTES SUR,19.098781,-98.239465
OBREROS INDEPENDIENTES SUR 9,PARQUE,ENTRE AUTOPISTA MEXICO PUEBLA Y CALLE NAPOLES,OBREROS INDEPENDIENTES SUR,19.101388,-98.239423
OBREROS INDEPENDIENTES SUR 10,PARQUE,ENTRE AUTOPISTA MEXICO PUEBLA Y CIRCUITO OBREROS INDEPENDIENTES NORTE,OBREROS INDEPENDIENTES SUR,19.101737,-98.239638
OBREROS INDEPENDIENTES SUR 11,PARQUE,ENTRE AUTOPISTA MEXICO PUEBLA Y CIRCUITO OBREROS INDEPENDIENTES NORTE,OBREROS INDEPENDIENTES SUR,19.102017,-98.240179
OBREROS INDEPENDIENTES SUR 12,PARQUE,ENTRE AUTOPISTA MEXICO PUEBLA Y CIRCUITO OBREROS INDEPENDIENTES NORTE,OBREROS INDEPENDIENTES SUR,19.102017,-98.240184
U.H RIVERA ANAYA 8,AREA VERDE,AVENIDA FILOMENO ESCAMILLA ENTRE FRANCISCO VILLA Y CERRADA  ALBERTO OROPEZA,MANUEL RIVERA ANAYA INFONAVIT,19.054435,-98.15033
BOSQUES DE SAN SEBASTIAN 6,AREA VERDE,ENTRE 1 B Y 2 B,BOSQUES DE SAN SEBASTIAN,19.060969,-98.134551
BOSQUES DE SAN SEBASTIAN 19,PARQUE,SOBRE CALLE 1 B ENTRE CALLE MONTERREY CALLE 1 B,BOSQUES DE SAN SEBASTIAN,19.060477,-98.135877
BOSQUES DE SAN SEBASTIAN 1,JARDIN VECINAL,BOULEVARD MEXICO Y CALLE 4 A,BOSQUES DE SAN SEBASTIAN,19.059526,-98.137969
BOSQUES DE SAN SEBASTIAN 3,JARDIN VECINAL,ENTRE CALLE 4 A Y CALLE 5 A,BOSQUES DE SAN SEBASTIAN,19.058768,-98.137381
BOSQUES DE SAN SEBASTIAN 5,AREA VERDE,ENTRE CALLE 1B Y BOULEVARD MEXICO,BOSQUES DE SAN SEBASTIAN,19.060709,-98.136109
BOSQUES DE SAN SEBASTIAN 17,JARDIN VECINAL,ENTRE CALLE 7 E Y CALLE 6 E,BOSQUES DE SAN SEBASTIAN SECCION 1 INFONAVIT,19.062949,-98.127154
BOSQUES DE SAN SEBASTIAN 23,JARDIN VECINAL,ENTRE CALLE 9 A Y CALLE 8 A,BOSQUES DE SAN SEBASTIAN,19.057659,-98.136771
BOSQUES DE SAN SEBASTIAN 27,PARQUE DEPORTIVO,ENTRE CALLES 9 A Y 10 A,BOSQUES DE SAN SEBASTIAN,19.057842,-98.136193
BOSQUES DE SAN SEBASTIAN 33,AREA VERDE,ENTRE MANZANOS Y NARANJOS,BOSQUES DE SAN SEBASTIAN,19.061328,-98.129221
BOSQUES DE SAN SEBASTIAN 34,PARQUE,ENTRE VALLE DE LOS FRESNOS Y CLAVELES,BOSQUES DE SAN SEBASTIAN,19.061667,-98.128906
BOSQUES DE SAN SEBASTIAN 36,PARQUE,ENTRE CALLE 1 A Y 3 A,BOSQUES DE SAN SEBASTIAN,19.058352,-98.138261
ROMA 4,PARQUE,CALLE BRINDISI ENTRE VENECIA E ITALIA,ROMA,19.078752,-98.174901
JARDINES DE SAN MANUEL 49,JARDIN VECINAL,"RIO SUCHIATE Y RIO GRIJALBA, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.006014,-98.19535
JARDINES DE SAN MANUEL 33,JARDIN VECINAL,"RIO SALADO Y RIO JAMAPA, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.014026,-98.196985
JARDINES DE SAN MANUEL 41,JARDIN VECINAL,"RIO CONCHOS y RIO USUMACINTA, ENTRE AV. SAN IGNACIO Y CIRCUNVALACION",JARDINES DE SAN MANUEL,19.006187,-98.196279
JARDINES DE SAN MANUEL 45,JARDIN VECINAL,"RIO USUMACINTA Y RIO SUCHIATE, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACIÓN",JARDINES DE SAN MANUEL,19.006106,-98.19581
JARDINES DE SAN MANUEL 50,JARDIN VECINAL,"RIO GRIJALBA Y RIO SABINAS, ENTRE AV. SAN FRANCISCO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.005922,-98.194796
BOSQUES DE SAN SEBASTIAN 21,AREA RECREATIVA,ENTRE BOULEVARD OAXACA Y CALLE GERANIO,BOSQUES DE SAN SEBASTIAN SECCION II INFONAVIT,19.061445,-98.132283
BOSQUES DE SAN SEBASTIAN 30,PARQUE,ENTRE JAZMINES Y PEREZ  ALVAREZ,BOSQUES DE SAN SEBASTIAN,19.060405,-98.130487
JARDINES DE SAN MANUEL 42,PARQUE,"RIO USUMACINTA Y RIO SUCHIATE, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.012962,-98.194471
JARDINES DE SAN MANUEL 39,PARQUE,"RIO CONCHOS Y RIO USUMACINTA, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.013038,-98.194919
JARDINES DE SAN MANUEL 46,JARDIN VECINAL,"RIO SUCHIATE Y RIO GRIJALVA, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.012893,-98.194031
JARDINES DE SAN MANUEL 32,JARDIN VECINAL,"RIO VERDE Y RIO SALADO, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.007182,-98.199005
JARDINES DE SAN MANUEL 16,JARDIN VECINAL,"RIO NAZAS Y RIO COLORADO, ENTRE AV. SAN FRANCISCO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.008412,-98.202553
JARDINES DE SAN MANUEL 29,JARDIN VECINAL,"RIO TUXPAN Y RIO VERDE, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.007287,-98.199488
JARDINES DE SAN MANUEL 35,JARDIN VECINAL,"RIO SALADO Y RIO JAMAPA, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.007075,-98.198491
JARDINES DE SAN MANUEL 25,JARDIN VECINAL,"RIO BRAVO Y RIO TUXPAN, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.007462,-98.199985
JARDINES DE SAN MANUEL 12,PARQUE,"RIO PANUCO Y RIO NAZAS, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.008516,-98.202985
BOSQUES DE SAN SEBASTIAN 20,JARDIN VECINAL,ENTRE ANDADOR VALLE DE LOS OLIVOS Y ANDADOR VALLE DEL PIRINEO,BOSQUES DE SAN SEBASTIAN SECCION II INFONAVIT,19.061042,-98.131817
BOSQUES DE SAN SEBASTIAN 22,PARQUE DEPORTIVO,ENTRE CALLE 1 A Y 2 A,BOSQUES DE SAN SEBASTIAN,19.05822,-98.138669
BOSQUES DE SAN SEBASTIAN 31,AREA VERDE,ENTRE ORQUIDEAS Y AZUCENAS,BOSQUES DE SAN SEBASTIAN,19.060851,-98.129841
JARDINES DE SAN MANUEL 19,JARDIN VECINAL,"RIO CAZONES Y RIO BALSAS, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.01284,-98.200501
JARDINES DE SAN MANUEL 15,JARDIN VECINAL,"RIO NAZAS Y RIO CAZONES, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.012962,-98.200977
JARDINES DE SAN MANUEL 11,JARDIN VECINAL,"RIO PANUCO Y RIO NAZAS, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.013093,-98.201456
JARDINES DE SAN MANUEL 18,JARDIN VECINAL,"RIO CAZONES Y RIO BALZAS, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN AMNUEL",JARDINES DE SAN MANUEL,19.015147,-98.199858
JARDINES DE SAN MANUEL 10,JARDIN VECINAL,"RIO PANUCO Y RIO NAZAS,  ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.015392,-98.20078
JARDINES DE SAN MANUEL 21,JARDIN VECINAL,"RIO COLORADO Y RIO CAZONES, ENTRE  BLVD. CIRCUNVALACION Y AV. SAN CLAUDIO",JARDINES DE SAN MANUEL,19.006184,-98.202705
JARDINES DE SAN MANUEL 28,JARDIN VECINAL,"RIO TUXPAN Y RIO VERDE, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.009574,-98.198946
JARDINES DE SAN MANUEL 40,JARDIN VECINAL,"RIO CONCHOS Y RIO USUMACINTA, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.008526,-98.195819
JARDINES DE SAN MANUEL 37,JARDIN VECINAL,"RIO PAPALOAPAN Y RIO CONCHOS, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.008618,-98.196299
JARDINES DE SAN MANUEL 9,JARDIN VECINAL,"RIO MAYO y RIO YAQUI, ENTRE BLVD. CIRCUNVALACION Y AV. SAN CLAUDIO",JARDINES DE SAN MANUEL,19.00715,-98.20527
JARDINES DE SAN MANUEL 44,JARDIN VECINAL,"RIO USUMACINTA Y RIO SUCHIATE, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.008441,-98.195359
JARDINES DE SAN MANUEL 48,JARDIN VECINAL,"RIO SUCHIATE Y RIO GRIJALBA, ENTRE AV. SAN FRANCISCO Y AV. SAN INGACIO",JARDINES DE SAN MANUEL,19.008362,-98.194887
JARDINES DE SAN MANUEL 31,JARDIN VECINAL,"RIO SALADO Y RIO JAMAPA, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.009368,-98.198001
JARDINES DE SAN MANUEL 34,JARDIN VECINAL,"RIO VERDE Y RIO SALADO, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.009472,-98.198482
JARDINES DE SAN MANUEL 24,JARDIN VECINAL,"RIO BRAVO RIO TUXPAN, ENTRE  AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.012114,-98.198829
JARDINES DE SAN MANUEL 14,JARDIN VECINAL,"RIO NAZAS Y RIO CAZONES,ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.015294,-98.200313
JARDINES DE SAN MANUEL 47,JARDIN VECINAL,"RIO SUCHIATE Y RIO GRIJALBA, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.010813,-98.194434
JARDINES DE SAN MANUEL 43,JARDIN VECINAL,"RIO USUMACINTA Y RIO SUCHIATE, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.010885,-98.194875
JARDINES DE SAN MANUEL 36,JARDIN VECINAL,"RIO PAPALOAPAN Y RIO CONCHOS, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.01105,-98.195805
JARDINES DE SAN MANUEL 3,JARDIN VECINAL,"RIO LERMA Y RIO  MAYO, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.013149,-98.203739
JARDINES DE SAN MANUEL 1,JARDIN VECINAL,"RIO LERMA Y RIO YAQUI, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.01538,-98.202539
JARDINES DE SAN MANUEL 2,JARDIN VECINAL,"RIO MAYO Y RIO YAQUI, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.013821,-98.203143
JARDINES DE SAN MANUEL 17,JARDIN VECINAL,"RIO NAZAS Y RIO COLORADO, ENTRE BVD. CIRCUNVALACION Y AV. SAN CLAUDIO",JARDINES DE SAN MANUEL,19.006294,-98.203143
JARDINES DE SAN MANUEL 13,JARDIN VECINAL,"RIO PANUCO Y RIO NAZAS, ENTRE  BLVD. CIRCUNVALACION Y AV. SAN CLAUDIO ENTRE",JARDINES DE SAN MANUEL,19.006402,-98.203597
JARDINES DE SAN MANUEL 26,PARQUE,"RIO BRAVO Y RIO TUXPAN, ENTRE BLVD. CIRCUNVALACION Y  AV. SAN CLAUDIO",JARDINES DE SAN MANUEL,19.005068,-98.200586
JARDINES DE SAN MANUEL 27,PARQUE DEPORTIVO,"ENTRE RIO TUXPAN Y RIO VERDE, ENTRE AV. SAN MANUEL Y AV. SAN FRANCISCO",JARDINES DE SAN MANUEL,19.012001,-98.198363
JARDINES DE SAN MANUEL 8,PARQUE,"RIO ATOYAC Y RIO MAYO, ENTRE BLVD. CIRCUNVALACION Y AV. SAN CLAUDIO",CORONEL MIGUEL AUZA,19.007333,-98.205798
JARDINES DE SAN MANUEL 6,JARDIN VECINAL,"RIO MAYO Y RIO YAQUI, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.011484,-98.203877
JARDINES DE SAN MANUEL 4,JARDIN VECINAL,"RIO LERMA Y RIO MAYO, ENTRE AV. SAN FRANCISCO Y AV. SAN IGNACIO",JARDINES DE SAN MANUEL,19.011611,-98.204388
JARDINES DE SAN MANUEL 30,JARDIN VECINAL,"RIO VERDE Y RIO SALADO, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.014122,-98.197416
