NOMBRE ,TIPO,ENTRE CALLES ,COLONIA,LATITUD,LONGITUD
INDEPENDENCIA C.,CAMELLON,2 SUR Y 2 A SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.97258,-98.236847
INDEPENDENCIA C.,CAMELLON,2 A SUR Y 4 SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.972431,-98.236288
INDEPENDENCIA C.,CAMELLON,4 SUR Y 4 A SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.972297,-98.235786
INDEPENDENCIA C.,CAMELLON,4 A SUR Y 6 SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.972198,-98.235429
INDEPENDENCIA C.,CAMELLON,6 SUR Y 6 A SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.972096,-98.235065
INDEPENDENCIA C.,CAMELLON,6 A SUR Y 6 B SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.971992,-98.234698
INDEPENDENCIA C.,CAMELLON,6 B SUR Y 8 SUR,2DA AMPLIACION GUADALUPE HIDALGO,18.971891,-98.234331
VALLE DE MEXICO (ART NO 1) AV.,CAMELLON,PUEBLA SECCION  XXIII PUEBLA Y CAMINO A BALCONES,CONSTITUCION MEXICANA,18.962071,-98.231146
137 A PONIENTE,CAMELLON,137 A PONIENTE Y ANTIGUO CMINO REAL A CASTILLOTLA,PASEOS DE CASTILLOTLA,18.980082,-98.262551
137 A PONIENTE,CAMELLON,137 A PONIENTE Y ANILLO PERIFERICO,PASEOS DE CASTILLOTLA,18.980499,-98.263019
137 A PONIENTE,CAMELLON,SEGUNDA DE ANILLO PERIFERICO Y ANILLO PERIFERICO,PASEOS DE CASTILLOTLA,18.980898,-98.263467
137 A PONIENTE,CAMELLON,ENTRE 17 A SUR Y TERCERA DE ANILLO PERIFERICO,PASEOS DE CASTILLOTLA,18.981366,-98.264029
137 A PONIENTE,CAMELLON,ENTRE 19 Y 17 A SUR,PASEOS DE CASTILLOTLA,18.981751,-98.264488
19 SUR ROTONDA,ROTONDA,19 SUR Y 137A PONIENTE,PASEOS DE CASTILLOTLA,18.982118,-98.264867
19 SUR,CAMELLON,19 SUR Y 137A PONIENTE,PASEOS DE CASTILLOTLA,18.98167,-98.26524
MERCURIO AV.,CAMELLON,ENTRE AV. LAGO HURON Y BLVD. MUNICIPIO LIBRE,SAN ROQUE FOVISSSTE,19.006909,-98.242208
LAGO HURON CALLE,CAMELLON,ENTRE C. MERCURIO Y AV. 83 PONIENTE,SAN ROQUE FOVISSSTE,19.007489,-98.239502
LAGO HURON CALLE,CAMELLON,ENTRE C. LAGO DE CHAPALA Y LAGO DE ZAPOPAN,CLUB DE GOLF MAYORAZGO PUEBLA,19.009501,-98.238118
83 PONIENTE AV.,CAMELLON,ENTRE AV. 11 Y 15 SUR,SAN JOSE MAYORAZGO,19.006526,-98.236208
83 PONIENTE AV.,CAMELLON,ENTRE C. 15 SUR Y AV. NACIONAL,SAN JOSE MAYORAZGO,19.005551,-98.234603
ESTEBAN DE ANTUÑANO BLVD.,CAMELLON,ENTRE BOULEVARD HERMANOS SERDAN Y AUTOPISTA MEXICO PUEBLA,LA LIBERTAD,19.096622,-98.230619
ESTEBAN DE ANTUÑANO BLVD.,CAMELLON,ENTRE MARGARITAS Y MORATILLA (LATERAL),LA LIBERTAD,19.095336,-98.231544
ESTEBAN DE ANTUÑANO BLVD.,CAMELLON,ENTRE FRANCISCO VILLA Y MARGARITAS,LA LIBERTAD,19.093256,-98.233385
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE AUTOPISTA MEXICO PUEBLA Y BOULEVARD FRANCISCO VILLA,EL RIEGO SUR,19.094852,-98.229924
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE AUTOPISTA MEXICO PUEBLA Y BOULEVARD FRANCISCO VILLA,EL RIEGO SUR,19.093216,-98.22977
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD HERMANOS SERDAN Y BOULEVARD FRANCISCO VILLA,EL RIEGO SUR,19.092011,-98.229644
HERMANOS SERDAN BLVD.,ISLOTE,BOULEVARD  HERMANOS SERDAN Y BOULEVARD FRANCISCO VILLA,MESON DEL ANGEL,19.091157,-98.229849
HERMANOS SERDAN BLVD.,ISLETA,BOULEVARD  HERMANOS SERDAN Y BOULEVARD FRANCISCO VILLA,MESON DEL ANGEL,19.090742,-98.229756
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD  HERMANOS SERDAN Y BOULEVARD FRANCISCO VILLA,SAN RAFAEL ORIENTE,19.090588,-98.229305
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD FRANCISCO VILLA Y ANTIGUO CAMINO REAL A SAN JERONIMO,SAN RAFAEL PONIENTE,19.08587,-98.229079
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE BOULEVARD FRANCISCO VILLA Y 57 NORTE (FRANCISCO SARABIA),SAN RAFAEL PONIENTE,19.085247,-98.228872
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD FRANCISCO VILLA Y ANTIGUO CAMINO REAL A SAN JERONIMO,SAN RAFAEL ORIENTE,19.085899,-98.22881
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE CALLE YUCATAN Y ANTIGUO CAMINO REAL A SAN JERONIMO,SAN RAFAEL PONIENTE,19.080512,-98.22842
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE CALLE YUCATAN Y ANTIGUO CAMINO REAL A SAN JERONIMO,SAN RAFAEL ORIENTE,19.080523,-98.228194
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD HERMANOS SERDAN Y 57 NORTE,AMPLIACION FRANCISCO I. MADERO,19.078541,-98.228416
HERMANOS SERDAN BLVD.,ISLOTE,BOULEVARD HERMANOS SERDAN Y 57 NORTE,AMPLIACION FRANCISCO I. MADERO,19.078771,-98.228083
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD HERMANOS SERDAN Y 57 NORTE,AMPLIACION FRANCISCO I. MADERO,19.078492,-98.227709
HERMANOS SERDAN ASTA BANDERA BLVD.,PLAZA AJARDINADA,ENTRE BOULEVARD HERMANOS SERDAN Y 55 NORTE,AMPLIACION FRANCISCO I. MADERO,19.077905,-98.227997
HERMANOS SERDAN BLVD.,ISLOTE,ENTRE 55 Y 53 NORTE,AMPLIACION FRANCISCO I. MADERO,19.0767,-98.227886
HERMANOS SERDAN (HEROICO BATALLON DE SAN PATRICIO) BLVD.,ISLOTE,ENTRE 53 NORTE ENTRE 26 Y 24 PONIENTE,AMPLIACION AQUILES SERDAN,19.075134,-98.227653
HERMANOS SERDAN BLVD.,ROTONDA,ENTRE 53 NORTE Y 26 PONIENTE,ZONA CEMENTOS ATOYAC,19.074334,-98.227562
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 53 Y 49 NORTE,AMPLIACION AQUILES SERDAN,19.072995,-98.227464
HERMANOS SERDAN BLVD.,ISLOTE,BOULEVARD HERMANOS SERDAN Y 51 NORTE,AMPLIACION AQUILES SERDAN,19.073517,-98.227417
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD HERMANOS SERDAN Y 53 NORTE,AMPLIACION AQUILES SERDAN,19.073971,-98.22709
HERMANOS SERDAN BLVD.,CAMELLON,BOULEVARD HERMANOS SERDAN Y CALLE CORAL,AMPLIACION AQUILES SERDAN,19.073252,-98.227162
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 51 Y 47 NORTE,AMPLIACION AQUILES SERDAN,19.071714,-98.226578
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 49 Y 47 NORTE,AMPLIACION AQUILES SERDAN,19.070851,-98.226437
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 49 Y 47 NORTE,AMPLIACION AQUILES SERDAN,19.070349,-98.226152
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 49 Y 47 NORTE,AMPLIACION AQUILES SERDAN,19.069556,-98.225675
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 51 NORTE Y BOULEVARD SAN FELIPE,AMPLIACION AQUILES SERDAN,19.0684,-98.224743
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 49 Y 47 NORTE,AMPLIACION AQUILES SERDAN,19.069749,-98.225534
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 47 NORTE Y CALLE CENTENARIO,BENEMERITA NORMAL DEL ESTADO,19.068438,-98.225005
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 47 NORTE Y CALLE CENTENARIO,BENEMERITA NORMAL DEL ESTADO,19.06857,-98.224817
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 47 NORTE Y BOULEVARD SAN FELIPE,BENEMERITA NORMAL DEL ESTADO,19.065935,-98.223552
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 47 NORTE Y CALLE CENTENARIO,BENEMERITA NORMAL DEL ESTADO,19.067502,-98.224192
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE CALLE CENTENARIO Y CALLE REALES,REAL DEL MONTE,19.066732,-98.223734
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE CALLE CENTENARIO Y CALLE YUNES,REAL DEL MONTE,19.06606,-98.223332
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE CALLE YUNES Y BOULEVARD SAN FELIPE,REAL DEL MONTE,19.064856,-98.22257
HERMANOS SERDAN BLVD.,CAMELLON,FRENTE AL MAUSOLEO HERMANOS SERDAN Y BOULEVARD SAN FELIPE,BENEMERITA NORMAL DEL ESTADO,19.063256,-98.222166
HERMANOS SERDAN MONUMENTO A LOS HERMANOS SERDAN BLVD.,PLAZA AJARDINADA,ENTRE BOULEVARD HERMANOS SERDAN Y BOULEVARD SAN FELIPE,REAL DEL MONTE,19.063354,-98.221856
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 37 NORTE Y 35 NORTE,AMOR,19.062108,-98.221312
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE BOULEVARD SAN FELIPE Y 33 NORTE,AMOR,19.061756,-98.220914
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE BOULEVARD SAN FELIPE Y 33 NORTE,AMOR,19.06193,-98.220784
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 35 Y 33 NORTE,AMOR,19.060782,-98.220462
HERMANOS SERDAN BLVD.,CAMELLON,ENTRE 6 PONIENTE Y BOULEVARD NORTE,AMOR,19.059505,-98.219612
CALZADA IGNACIO ZARAGOZA,CAMELLON,ENTRE AVENIDA UNIDAD DEPORTIVA Y AUTOPISTA MEXICO PUEBLA,PARQUE INDUSTRIAL PUEBLA 2000,19.079593,-98.165204
CALZADA IGNACIO ZARAGOZA (EL SUR DEL DESARENADOR),AREA VERDE,ENTRE CALZADA IGNACIO ZARAGOZA Y AVENIDA MONTAÑAS ROCOSAS,MALINTZIN,19.075452,-98.170059
CALZADA IGNACIO ZARAGOZA,CAMELLON,ENTRE CALLES GENERAL LAZARO CARDENAS Y ADOLFO LOPEZ MATEOS,SAN PEDRO,19.07331,-98.171957
CALZADA IGNACIO ZARAGOZA,CAMELLON,ENTRE ADOLFO LOPEZ MATEOS Y FERROCARRIL,INDEPENDENCIA INFONAVIT,19.071768,-98.173327
CALZADA IGNACIO ZARAGOZA,CAMELLON,ENTRE CALLE FERROCARRIL Y VALLADOLID,INDEPENDENCIA INFONAVIT,19.069808,-98.175074
11 NORTE,CAMELLON,ENTRE AVENIDAS 22 Y 20 PONIENTE,SANTA ANITA,19.056431,-98.201533
11 NORTE,CAMELLON,ENTRE 20 Y 18 PONIENTE,BARRIO DEL REFUGIO,19.055631,-98.202027
11 NORTE,CAMELLON,ENTRE 16 Y 14 PONIENTE,SAN MIGUELITO,19.054103,-98.20292
11 SUR AV. ROTONDA PANTEON MUNICIPAL,ISLETA,PROLONGACION 11  SUR Y 35 PONIENTE,PANTEON MUNICIPAL,19.035117,-98.214428
11 SUR,CAMELLON,ENTRE CALLE 37 PONIENTE Y 39,PANTEON MUNICIPAL,19.034348,-98.21473
11 SUR,CAMELLON,ENTRE 39 PONIENTE Y CARLOS CAMACHO ESPIRITU,PANTEON MUNICIPAL,19.033273,-98.215478
11 SUR,CAMELLON,ENTRE CARLOS CAMACHO E Y C 47 PONIENTE,PANTEON MUNICIPAL,19.031127,-98.217024
11 SUR,CAMELLON,ENTRE CALLE OLIVOS Y CALLE ACACIAS,LOMAS DE CASTILLOTLA,18.984092,-98.251083
SAN FELIPE BLVD.,CAMELLON,ENTRE BOULEVARD MARIA DEL CARMEN Y CALLE CHOPO,JESUS GONZALEZ ORTEGA,19.078347,-98.21697
SAN FELIPE BLVD.,CAMELLON,ENTRE CALLE CHOPO Y JADE (34 PONIENTE),RANCHO COLORADO,19.076252,-98.217614
SAN FELIPE BLVD.,CAMELLON,ENTRE CALLE CHOPO Y JADE (34 PONIENTE),RANCHO COLORADO,19.075749,-98.217774
JUAREZ AV.,CAMELLON,ENTRE 25 SUR Y PRIVADA 25 A SUR,ZONA ESMERALDA,19.051391,-98.217892
4 PONIENTE AV.,CAMELLON,ENTRE 19 Y 17 PONIENTE,SAN SEBASTIAN,19.052507,-98.210262
4 PONIENTE AV.,CAMELLON,ENTRE CALLES 11 Y 13 NORTE,SAN MIGUELITO,19.050377,-98.206061
ATLIXCO BLVD.,CAMELLON,ENTRE AV 51 PONIENTE Y CAMINO REAL A CHOLULA,SAN JOSE VISTA HERMOSA,19.040592,-98.239411
ATLIXCO BLVD.,CAMELLON,BOULEVARD ATLIXCO Y 51 PONIENTE,SAN JOSE VISTA HERMOSA,19.039202,-98.24198
ATLIXCO BLVD.,CAMELLON,BOULEVARD ATLIXCO Y 51 PONIENTE,SAN JOSE VISTA HERMOSA,19.039065,-98.242354
ATLIXCO BLVD.,CAMELLON,ENTRE 51 PONIENTE Y CALZADA ZAVALETA,SAN JOSE VISTA HERMOSA,19.038747,-98.243259
ATLIXCO BLVD.,CAMELLON,ENTRE 51 PONIENTE Y BOULEVARD DEL NIÑO POBLANO,SAN JOSE VISTA HERMOSA,19.038198,-98.244869
TEZIUTLAN NORTE,CAMELLON,ENTRE CALLE ZACAPOAXTLA Y AVENIDA JUAREZ,LA PAZ,19.055228,-98.224122
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE CALLES 44 Y 40 PONIENTE,MORELOS,19.061581,-98.192137
HEROES DEL 5 DE MAYO BLVD.,AREA VERDE,ENTRE 3 Y 5 ORIENTE,BARRIO DE ANALCO,19.040342,-98.194243
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,MARTIRES DEL 2 DE OCTUBRE Y PRV 37 OTE,EL CARMEN HUEXOTITLA,19.02856,-98.20364
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE 37 ORIENTE Y 43 ORIENTE,EL CARMEN HUEXOTITLA,19.026896,-98.205309
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE CALLE 2 SUR Y 43 ORIENTE,HUEXOTITLA,19.02642,-98.206578
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE CALLE 16 DE SEPTIEMBRE Y CALLE 2 SUR,HUEXOTITLA,19.026314,-98.208159
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE CALLE DE LA MADRID Y 16 DE SEPTIEMBRE,HUEXOTITLA,19.026188,-98.210371
HEROES DEL 5 DE MAYO BLVD.,CAMELLON,ENTRE BLVD CARLOS CAMACHO Y C 3 SUR,GABRIEL PASTOR,19.026023,-98.212462
"2 NORTE, LA PORTADA (ARCO DE TRIUNFAL DE LORETO)",CAMELLON,2 NORTE ENTRE 28 Y 30 ORIENTE (SUBIDA A LOS FUERTES),BARRIO DE XANENETLA,19.054134,-98.190701
2 NORTE,CAMELLON,COMIENZA EN MONUMENTO A IGNACIO ZARAGOZA HASTA CALLE 30 ORIENTE,ARBOLEDAS DE GUADALUPE,19.057907,-98.187931
MUNICIPIO LIBRE BLVD.,CAMELLON,ENTRE AVENIDA 16 DE SEPTIEMBRE Y ZAPATA (PROLONGACION 2 SUR),16 DE SEPTIEMBRE SUR,18.997388,-98.221805
MUNICIPIO LIBRE BLVD.,CAMELLON,ENTRE BOULEVARD 11 SUR Y AVENIDA NACIONAL,CAMPESTRE MAYORAZGO,19.004361,-98.236653
MUNICIPIO LIBRE BLVD.,CAMELLON,ENTRE CALLE 13 SUR Y BOULEVARD 11 SUR,UNIDAD EX RANCHO VAQUERIAS,19.005198,-98.239513
MUNICIPIO LIBRE BLVD.,CAMELLON,ENTRE AVENIDA MERCURIO Y CALLE 13 SUR,EX RANCHO VAQUERIAS,19.006352,-98.242375
MUNICIPIO LIBRE BLVD.,CAMELLON,ENTRE RIO ATOYAC Y AVENIDA MERCURIO,SAN ROQUE FOVISSSTE,19.010379,-98.245276
31 ORIENTE,ROTONDA AJARDINADA,BOULEVARD HEROES DEL 5 DE MAYO Y 6 A SUR,EL CARMEN,19.030573,-98.201634
43 ORIENTE,CAMELLON,ENTRE 16 DE SEPTIEMBRE Y PRIV A ORIENTE DE LA 16 DE SEP,EL CARMEN HUEXOTITLA,19.027654,-98.20809
43 ORIENTE,CAMELLON,ENTRE C A ORIENTE DE LA 16 DE SEP Y AV 2 SUR,EL CARMEN HUEXOTITLA,19.027252,-98.207329
43 ORIENTE,CAMELLON,ENTRE AV 2 SUR Y BLVD HEROES DEL 5 DE MAYO,EL CARMEN HUEXOTITLA,19.026755,-98.206398
FIDEL VELAZQUEZ AV., ,"SE AGREGO (10/01/22), SOLO DE REFRENCIA",LA MARGARITA,19.009783,-98.187438
MARGARITAS AV. LAS,CAMELLON,ENTRE C LIC CARLOS J ARRUTI Y AV NACIONAL,FRACC EL PARAISO,19.016569,-98.228647
MARGARITAS AV. LAS,ISLOTE AJARDINADO,ENTRE AVENIDA PRINCIPAL Y LIC CARLOS J ARRUTI,FRACC EL PARAISO,19.01752,-98.23025
MARGARITAS AV. LAS,CAMELLON,ENTRE AVENIDA PRINCIPAL Y AV NACIONAL,FRACC EL PARAISO,19.016954,-98.228935
MARGARITAS AV. LAS,ISLOTE,AV DE LAS MARGARITAS Y PRINCIPAL (CAMINO REAL),MAYORAZGO,19.017873,-98.230027
CALZADA ZAVALETA,CAMELLON,ENTRE CALLE NUESTRA SEÑORA DE LOS ANGELES Y AVENIDA PINOS,SANTA CRUZ BUENA VISTA,19.056522,-98.250157
CALZADA ZAVALETA,CAMELLON,ENTRE CALLE DEL CEDRO Y NUESTRA SEÑORA DE LOS ANGELES,CIPRES DE  ZAVALETA,19.059563,-98.250561
VIA ATLIXCAYOTL,CAMELLON,BLVD DEL NIÑO POBLANO Y CALLE OSA MAYOR,CONCEPCION GUADALUPE,19.033417,-98.227929
10 PONIENTE AV.,CAMELLON,ENTRE BOULEVARD HERMANOS SERDAN Y CALLE 31 A NORTE,VILLA SAN ALEJANDRO,19.060053,-98.219424
9 NORTE,CAMELLON,9 NORTE ENTRE 64 Y 62 PONIENTE,GUADALUPE VICORIA NORTE,19.070832,-98.190963
9 NORTE,CAMELLON,ENTRE 60 Y 62 PONIENTE,GUADALUPE VICTORIA NORTE,19.070607,-98.191057
9 NORTE,CAMELLON,ENTRE 9 NORTE Y BOULEVARD HEROES DEL 5 DE MAYO,GUADALUPE VICTORIA NORTE,19.07048,-98.191122
18 DE NOVIEMBRE,CAMELLON,ENTRE BOULEVARD A Y AVENIDA UNIDAD DEPORTIVA,PARQUE INDUSTRIAL PUEBLA 2000,19.07098,-98.161113
18 DE NOVIEMBRE,CAMELLON,ENTRE BOULEVARD A Y AVENIDA UNIDAD DEPORTIVA,PARQUE INDUSTRIAL PUEBLA 2000,19.070993,-98.16092
18 DE NOVIEMBRE,CAMELLON,ENTRE BOULEVARD  A Y CALLE G,PARQUE INDUSTRIAL PUEBLA 2000,19.070279,-98.160631
CAMINO AL BATAN,CAMELLON,CERESO DE SAN MIGUEL Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.992081,-98.176231
CAMINO AL BATAN,CAMELLON,CERESO DE SAN MIGUEL Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.991973,-98.175557
CAMINO AL BATAN,CAMELLON,CERESO DE SAN MIGUEL Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.991997,-98.175474
CAMINO AL BATAN,CAMELLON,CERESO DE SAN MIGUEL Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.992317,-98.175117
CAMINO AL BATAN,CAMELLON,CUATZACUALCOS Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.991943,-98.17531
CAMINO AL BATAN,CAMELLON,CUATZACUALCOS Y MONTE ALBAN,LOMAS DE SAN MIGUEL,18.992288,-98.174958
CAMINO AL BATAN,CAMELLON,ENTRE EL CEROSO Y PERIFERICO ECOLOGICO,LOMAS SAN MIGUEL,18.993257,-98.173818
CAMINO AL BATAN,CAMELLON,ENTRE EL CEROSO Y PERIFERICO ECOLOGICO,LOMAS SAN MIGUEL,18.993689,-98.172935
5 DE MAYO AV.,CAMELLON,ENTRE AVENIDA 20 DE NOVIEMBRE Y CALLE JUAN N MENDEZ,IGNACIO ZARAGOZA,19.027223,-98.179884
5 DE MAYO AV.,CAMELLON,ENTRE AVENIDA 5 DE MAYO Y 2DA PRVADA 5 DE MAYO,IGNACIO ZARAGOZA,19.026693,-98.17961
5 DE MAYO AV.,CAMELLON,ENTRE 2DA PRIVADA 5 DE MAYO Y CALZADA DEL EJERCITO MEXICANO,IGNACIO ZARAGOZA,19.026226,-98.179359
5 DE MAYO AV.,CAMELLON,ENTRE CALZADA DEL EJERCITO MEXICANO Y AVENIDA MAXIMO SERDAN,HEROES DE PUEBLA,19.025517,-98.178986
SAN CLAUDIO AV.,CAMELLON,BLVD. 14 SUR Y SAN CLAUDIO,JARDINES DE SAN MANUEL,19.005906,-98.20451
SAN CLAUDIO AV.,CAMELLON,BLVD. 14 SUR Y RIO COLORADO,JARDINES DE SAN MANUEL,19.005583,-98.204017
SAN CLAUDIO AV.,CAMELLON,BLVD. 14 SUR Y SAN CLAUDIO,JARDINES DE SAN MANUEL,19.005678,-98.204687
SAN CLAUDIO AV.,CAMELLON,BLVD. 14 SUR Y 18 SUR,JARDINES DE SAN MANUEL,19.005161,-98.203431
SAN CLAUDIO AV.,CAMELLON,RIO COLORADO Y BLVD. 18 SUR,JARDINES DE SAN MANUEL,19.004953,-98.202608
SAN CLAUDIO AV.,CAMELLON,ENTRE BLVD. 18 SUR Y RIO SALADO,JARDINES DE SAN MANUEL,19.004136,-98.20112
SAN CLAUDIO AV.,CAMELLON,ENTRE BLVD. 18 SUR Y RIO SALADO,JARDINES DE SAN MANUEL,19.00399,-98.200451
SAN CLAUDIO AV.,CAMELLON,ENTRE RIO JAMAPA Y BLVD. 22 SUR,JARDINES DE SAN MANUEL,19.003221,-98.19909
SAN CLAUDIO AV.,CAMELLON,ENTRE RIO JAMAPA Y BLVD. 22 SUR,JARDINES DE SAN MANUEL,19.003295,-98.198897
SAN CLAUDIO AV.,CAMELLON,AVENIDA SAN CLAUDIO Y PROLONGACION RIO PAPAGAYO,JARDINES DE SAN MANUEL,19.002335,-98.196717
SAN CLAUDIO AV.,CAMELLON,ENTRE 22 SUR Y RIO SUCHIATE,CIUDAD UNIVERSITARIA,19.002447,-98.197334
SAN CLAUDIO AV.,CAMELLON,ENTRE RIO SUCHIATE Y RIO NEXAPA,CIUDAD UNIVERSITARIA,19.001726,-98.195714
SAN CLAUDIO AV.,CAMELLON,ENTRE RIO SABINAS Y PROLONGACION RIO PAPAGAYO,JARDINES DE SAN MANUEL,19.001349,-98.194467
SAN CLAUDIO AV.,CAMELLON,ENTRE RIO NEXAPA Y PROLONGACION RIO PAPAGAYO,CIUDAD UNIVERSITARIA,19.00113,-98.194487
5 SUR,CAMELLON,ENTRE DIAGONAL 5B SUR Y CALLE 57 PONIENTE,VILLA ENCANTADA,19.020941,-98.21746
5 SUR,CAMELLON,ENTRE CALLE 57 PONIENTE Y PRIV 57 A PONIENTE,VILLA ENCANTADA,19.019776,-98.218322
5 SUR,CAMELLON,ENTRE PRIV 57A PONIENTE Y CALLE 59 PONIENTE,VILLA ENCANTADA,19.018681,-98.219006
5 SUR,ROTONDA,CALLE 5B SUR Y AV 59 PONIENTE,VILLA ENCANTADA,19.017989,-98.219437
5 SUR,CAMELLON,ENTRE AV 59 PONIENTE Y PRIV 59A PONIENTE,VILLA ENCANTADA,19.017319,-98.219853
55 PONIENTE,CAMELLON,ENTRE PRIV 13A SUR Y CALLE 13 SUR,PRADOS AGUA AZUL,19.024491,-98.222209
55 PONIENTE,CAMELLON,ENTRE CALLE 13 SUR Y PRIVADA 11B SUR,PRADOS AGUA AZUL,19.02429,-98.221829
55 PONIENTE,CAMELLON,ENTRE PRIVADA 11B SUR Y PRIVADA 11 A SUR,PRADOS AGUA AZUL,19.024045,-98.22136
55 PONIENTE,CAMELLON,ENTRE PRIVADA 11A SUR Y CALLE 11 SUR,PRADOS AGUA AZUL,19.023784,-98.220853
55 PONIENTE,CAMELLON,ENTRE CALLE 11 SUR Y CALLE 9B SUR,PRADOS AGUA AZUL,19.02352,-98.220367
55 PONIENTE,CAMELLON,ENTRE CALLE 9B SUR Y CALLE 9A SUR,PRADOS AGUA AZUL,19.023264,-98.219881
55 PONIENTE,CAMELLON,ENTRE CALLE 9A SUR Y CALLE 9 SUR,PRADOS AGUA AZUL,19.02303,-98.219438
55 PONIENTE,CAMELLON,ENTRE CALLE 9 SUR Y PRIVADA 7B SUR,PRADOS AGUA AZUL,19.022713,-98.218835
55 PONIENTE,CAMELLON,ENTRE PRIVADAS 7B SUR Y 7A SUR,PRADOS AGUA AZUL,19.022496,-98.218423
ROTONDA SANTA MARIA (PARQUE NIÑOS DE PUEBLA),ROTONDA,ENTRE 7 NORTE Y 40 PONIENTE,SANTA MARIA,19.062115,-98.194245
18 ORIENTE,ROTONDA,18 ORIENTE ENTRE 30  Y 32 NORTE,HUMBOLDT NORTE,19.044985,-98.174151
18 ORIENTE,ROTONDA,ENTRE 30  Y 32 NORTE,HUMBOLDT NORTE,19.044859,-98.174136
22 ORIENTE,CAMELLON,ENTRE 18 Y 20 NORTE,XONACA,19.047341,-98.182958
PASEO DE LAS GALAXIAS,CAMELLON,SOBRE PASEO DE LAS GALAXIAS,GALAXIA LA CALERA,18.99738,-98.152558
PASEO DE LAS GALAXIAS,ROTONDA,SOBRE PASEO DE LAS GALAXIAS,GALAXIA LA CALERA,18.997673,-98.152511
GARZA AV. LA,CAMELLON,ENTRE 14 DE FEBRERO Y 5 DE FEBRERO,INFONAVIT SAN JUAN BOSCO,18.999647,-98.247764
ANTURIOS C.,ROTONDA,ENTRE GERANIOS Y AVENIDA DE LAS AMERICAS,GEOVILLAS DEL SUR,18.963167,-98.256177
ANTURIOS C.,AREA VERDE,ENTRE GERANIOS Y AVENIDA DE LAS AMERICAS,GEOVILLAS DEL SUR,18.963629,-98.256806
AMERICAS  AV. DE LAS,ROTONDA,AVENIDA DE LAS AMERICAS ENTRE MALVINAS Y BRASIL,GEOVILLAS DEL SUR,18.965417,-98.254862
